TripID,TripDate,State,RouteName,VehicleType,Ridership
TRIP-26318,2022-01-25,Maryland,Route 8,HellCat,60
TRIP-24881,2023-01-01,Florida,Route 7,Mini,8
TRIP-28326,2023-12-06,California,Route 1,Standard,61
TRIP-26962,2024-03-15,New York,Route 5,HellCat,76
TRIP-27385,2025-01-02,Colorado,Route 9,Volt,59
TRIP-21304,2025-06-04,Florida,Route 7,Mini,12
TRIP-18165,2023-03-07,California,Route 1,Volt,80
TRIP-22702,2023-07-19,New York,Route 5,Standard,46
TRIP-26867,2023-01-26,California,Route 1,Volt,85
TRIP-10616,2025-08-25,Florida,Route 7,HellCat,60
TRIP-27054,2024-06-11,California,Route 1,Mini,19
TRIP-11901,2025-01-12,Colorado,Route 9,Standard,32
TRIP-26084,2022-07-08,Florida,Route 7,Mini,24
TRIP-10408,2022-04-03,Colorado,Route 9,Mini,9
TRIP-28772,2025-08-24,Texas,Route 4,Volt,4
TRIP-15148,2022-08-22,California,Route 2,Volt,45
TRIP-28612,2024-11-28,Florida,Route 7,Standard,56
TRIP-19237,2022-06-19,Florida,Route 7,Mini,17
TRIP-17724,2025-06-18,California,Route 1,Volt,34
TRIP-30678,2022-09-03,Florida,Route 7,Standard,38
TRIP-11231,2022-06-07,Texas,Route 3,Mini,19
TRIP-10531,2023-06-15,New York,Route 6,Volt,34
TRIP-12081,2024-10-10,California,Route 1,Standard,10
TRIP-25067,2023-01-24,California,Route 1,Standard,47
TRIP-19838,2023-01-19,Florida,Route 7,Mini,24
TRIP-25400,2023-07-01,New York,Route 5,Standard,30
TRIP-20105,2022-11-08,California,Route 1,HellCat,6
TRIP-25547,2022-04-10,New York,Route 5,Standard,15
TRIP-17369,2024-04-26,New York,Route 5,HellCat,49
TRIP-34134,2022-07-05,Colorado,Route 9,Volt,72
TRIP-14689,2024-03-31,Colorado,Route 9,Standard,12
TRIP-29821,2025-01-23,New York,Route 5,Mini,14
TRIP-12862,2022-05-29,New York,Route 6,Standard,12
TRIP-14985,2024-06-19,Texas,Route 4,Mini,19
TRIP-26264,2022-05-08,New York,Route 5,Volt,42
TRIP-20126,2025-04-19,Texas,Route 3,Mini,20
TRIP-21099,2022-11-07,California,Route 2,HellCat,46
TRIP-31939,2022-07-17,New York,Route 6,Standard,28
TRIP-19934,2023-08-07,Colorado,Route 9,Mini,18
TRIP-31668,2025-04-28,Colorado,Route 9,HellCat,46
TRIP-31264,2024-12-26,Florida,Route 7,Mini,14
TRIP-16424,2024-02-20,Texas,Route 3,Mini,20
TRIP-28192,2022-10-20,Colorado,Route 9,Standard,34
TRIP-11687,2024-07-26,California,Route 1,Volt,54
TRIP-30387,2022-10-28,Florida,Route 7,Mini,25
TRIP-28859,2022-04-22,California,Route 2,HellCat,76
TRIP-27648,2024-02-19,California,Route 2,Mini,13
TRIP-10175,2023-07-18,Texas,Route 3,Mini,25
TRIP-12617,2023-12-17,Florida,Route 7,Standard,23
TRIP-31429,2022-04-18,Texas,Route 3,Mini,0
TRIP-13725,2022-05-27,Florida,Route 7,Mini,20
TRIP-11441,2023-11-08,California,Route 2,Standard,47
TRIP-12930,2025-08-28,Texas,Route 3,HellCat,74
TRIP-25293,2025-09-10,New York,Route 6,Standard,40
TRIP-27139,2022-04-03,Florida,Route 7,Standard,16
TRIP-30812,2023-09-08,California,Route 1,Mini,25
TRIP-29312,2024-01-11,New York,Route 5,Standard,48
TRIP-17468,2025-10-02,Colorado,Route 9,HellCat,66
TRIP-30658,2025-03-01,New York,Route 6,Volt,14
TRIP-20543,2022-05-26,New York,Route 6,Mini,28
TRIP-22214,2024-08-01,New York,Route 5,Standard,30
TRIP-12519,2023-10-17,Texas,Route 3,Mini,11
TRIP-13147,2024-08-09,California,Route 1,HellCat,92
TRIP-15593,2023-08-21,New York,Route 5,HellCat,44
TRIP-24699,2024-09-06,Texas,Route 4,Standard,44
TRIP-29500,2022-03-22,California,Route 1,HellCat,94
TRIP-16619,2024-04-29,Texas,Route 4,Mini,9
TRIP-22564,2023-12-31,Colorado,Route 9,Mini,18
TRIP-23133,2023-04-29,Maryland,Route 8,Mini,10
TRIP-31735,2025-12-29,California,Route 1,Standard,61
TRIP-34851,2025-03-29,California,Route 1,HellCat,28
TRIP-25277,2025-12-12,Maryland,Route 8,Volt,52
TRIP-28924,2025-05-22,Maryland,Route 8,Mini,19
TRIP-24383,2025-01-21,California,Route 2,Volt,49
TRIP-11574,2023-09-11,Florida,Route 7,Mini,14
TRIP-33273,2025-06-25,Maryland,Route 8,Standard,62
TRIP-11349,2025-02-08,New York,Route 5,Standard,27
TRIP-18603,2024-08-09,Maryland,Route 8,HellCat,30
TRIP-13820,2025-03-14,Texas,Route 3,Volt,43
TRIP-19085,2024-03-23,Texas,Route 3,Mini,6
TRIP-23761,2022-09-14,Texas,Route 3,HellCat,71
TRIP-29428,2025-11-16,California,Route 1,Volt,29
TRIP-25964,2025-12-14,New York,Route 5,Volt,6
TRIP-13223,2025-10-16,California,Route 1,HellCat,96
TRIP-16405,2024-11-04,Florida,Route 7,Mini,14
TRIP-10265,2023-07-27,Maryland,Route 8,Standard,24
TRIP-10833,2024-08-08,Texas,Route 3,Mini,22
TRIP-16687,2023-07-31,Texas,Route 3,Mini,7
TRIP-33146,2024-04-08,Florida,Route 7,Mini,9
TRIP-28256,2024-07-08,Florida,Route 7,HellCat,36
TRIP-22930,2023-03-31,California,Route 1,Standard,49
TRIP-30438,2023-10-28,California,Route 1,Mini,11
TRIP-27827,2022-09-07,California,Route 1,HellCat,40
TRIP-32013,2023-01-30,New York,Route 5,Standard,21
TRIP-28059,2024-11-21,California,Route 1,Standard,23
TRIP-33755,2023-04-13,Colorado,Route 9,Mini,22
TRIP-22066,2024-08-05,Texas,Route 4,Standard,52
TRIP-22238,2024-07-01,California,Route 2,Mini,22
TRIP-31202,2025-11-02,California,Route 1,Volt,45
TRIP-28842,2024-02-13,New York,Route 5,Standard,38
TRIP-34802,2025-01-14,California,Route 1,HellCat,95
TRIP-13694,2024-11-03,Colorado,Route 9,Mini,16
TRIP-15864,2025-09-07,Maryland,Route 8,Standard,39
TRIP-23139,2022-07-03,California,Route 1,Standard,26
TRIP-17568,2022-05-17,Colorado,Route 9,Mini,17
TRIP-21037,2024-06-18,New York,Route 5,HellCat,41
TRIP-24880,2024-06-25,California,Route 1,Standard,31
TRIP-17003,2023-06-23,New York,Route 5,Standard,42
TRIP-12127,2022-02-11,Maryland,Route 8,HellCat,62
TRIP-34220,2022-06-17,California,Route 1,Standard,45
TRIP-22858,2025-11-13,Texas,Route 4,Mini,15
TRIP-33303,2024-06-26,New York,Route 6,HellCat,84
TRIP-21794,2025-10-02,New York,Route 5,Standard,57
TRIP-21728,2024-06-22,Texas,Route 4,Standard,13
TRIP-17302,2022-12-05,Florida,Route 7,Mini,16
TRIP-12240,2025-09-06,California,Route 1,Standard,33
TRIP-28633,2022-10-03,Florida,Route 7,Standard,38
TRIP-22310,2023-04-14,California,Route 2,Volt,50
TRIP-33177,2024-04-06,California,Route 2,Standard,12
TRIP-27441,2023-12-17,New York,Route 5,Volt,35
TRIP-26868,2024-08-21,New York,Route 5,HellCat,74
TRIP-13601,2023-04-03,New York,Route 6,HellCat,42
TRIP-23250,2024-01-31,New York,Route 5,Mini,18
TRIP-29804,2024-12-31,California,Route 1,Volt,61
TRIP-23413,2023-08-29,New York,Route 5,Volt,34
TRIP-23476,2022-10-02,California,Route 1,Volt,37
TRIP-11261,2022-07-21,New York,Route 6,Standard,31
TRIP-24807,2022-12-11,California,Route 2,Standard,26
TRIP-32792,2023-09-08,Texas,Route 3,Mini,18
TRIP-24149,2022-05-13,Colorado,Route 9,Mini,14
TRIP-24773,2022-05-26,Texas,Route 3,Standard,9
TRIP-23126,2024-01-03,California,Route 1,Volt,65
TRIP-31920,2024-07-05,Texas,Route 3,Standard,25
TRIP-34986,2024-06-17,California,Route 2,Mini,28
TRIP-19922,2022-10-25,Florida,Route 7,Mini,28
TRIP-25318,2022-01-13,Texas,Route 3,Standard,50
TRIP-32955,2023-05-23,California,Route 2,Mini,13
TRIP-32652,2023-08-14,Florida,Route 7,Standard,23
TRIP-21731,2025-12-18,Colorado,Route 9,Mini,14
TRIP-23914,2023-04-18,Colorado,Route 9,HellCat,57
TRIP-13110,2023-04-14,Florida,Route 7,Mini,20
TRIP-23405,2023-11-16,California,Route 1,Standard,64
TRIP-34694,2023-03-14,Texas,Route 3,Standard,53
TRIP-20193,2023-04-16,Maryland,Route 8,Mini,17
TRIP-30088,2023-03-13,Colorado,Route 9,HellCat,90
TRIP-18393,2025-05-24,Texas,Route 3,Mini,7
TRIP-10424,2025-05-26,New York,Route 5,HellCat,93
TRIP-24411,2025-11-17,Texas,Route 3,HellCat,54
TRIP-28499,2023-12-29,California,Route 1,HellCat,80
TRIP-34524,2025-04-01,Colorado,Route 9,HellCat,72
TRIP-14605,2024-06-10,Texas,Route 4,Mini,23
TRIP-33657,2025-02-03,Texas,Route 3,HellCat,54
TRIP-32866,2024-08-29,California,Route 1,Standard,65
TRIP-10809,2022-04-13,New York,Route 5,Standard,53
TRIP-24542,2022-04-18,California,Route 1,HellCat,24
TRIP-27462,2025-12-28,California,Route 1,Standard,23
TRIP-17174,2025-09-16,Florida,Route 7,Mini,9
TRIP-13341,2025-02-02,Texas,Route 4,Standard,12
TRIP-26056,2024-06-15,Colorado,Route 9,HellCat,49
TRIP-26429,2023-06-25,New York,Route 6,Volt,10
TRIP-23740,2022-11-07,California,Route 1,Standard,56
TRIP-13125,2022-07-31,New York,Route 6,HellCat,42
TRIP-19320,2024-07-03,Texas,Route 4,Mini,7
TRIP-25767,2022-03-10,New York,Route 5,Volt,43
TRIP-13387,2025-08-06,Colorado,Route 9,HellCat,59
TRIP-10812,2025-06-15,Texas,Route 3,Mini,8
TRIP-27884,2022-03-23,California,Route 1,Volt,85
TRIP-24307,2025-08-11,Florida,Route 7,Mini,12
TRIP-16119,2022-12-29,New York,Route 6,Standard,51
TRIP-20643,2024-05-30,Florida,Route 7,Volt,44
TRIP-21327,2023-08-09,Texas,Route 3,HellCat,30
TRIP-31082,2024-09-11,Florida,Route 7,HellCat,74
TRIP-18364,2024-04-10,New York,Route 6,Volt,52
TRIP-18187,2022-04-12,California,Route 2,Mini,18
TRIP-25377,2022-11-29,California,Route 1,Volt,39
TRIP-18358,2023-11-26,New York,Route 6,HellCat,35
TRIP-32050,2024-10-19,Texas,Route 3,Mini,9
TRIP-22261,2025-12-19,Maryland,Route 8,Standard,46
TRIP-24884,2024-06-21,Maryland,Route 8,HellCat,77
TRIP-10945,2023-03-14,New York,Route 5,Standard,48
TRIP-19373,2024-10-06,Texas,Route 3,Volt,38
TRIP-17877,2022-12-28,Florida,Route 7,Standard,37
TRIP-22086,2025-07-01,Florida,Route 7,Standard,52
TRIP-17976,2023-05-10,Colorado,Route 9,HellCat,61
TRIP-29139,2025-03-17,Colorado,Route 9,Standard,13
TRIP-27255,2025-06-09,Colorado,Route 9,Mini,16
TRIP-13537,2024-11-11,Texas,Route 3,Mini,20
TRIP-18242,2025-12-27,California,Route 2,Standard,20
TRIP-20279,2022-10-02,California,Route 1,Standard,19
TRIP-12608,2022-09-15,Florida,Route 7,Mini,20
TRIP-28882,2025-09-16,California,Route 1,HellCat,60
TRIP-27966,2023-10-30,California,Route 1,Volt,50
TRIP-18777,2024-02-20,Colorado,Route 9,Mini,34
TRIP-19585,2022-05-15,Florida,Route 7,Standard,21
TRIP-14047,2022-12-16,Texas,Route 4,Mini,23
TRIP-19687,2025-06-07,New York,Route 5,Standard,29
TRIP-30949,2025-05-12,California,Route 2,Standard,27
TRIP-23820,2022-08-22,California,Route 2,Standard,49
TRIP-26620,2025-07-03,Texas,Route 3,Mini,7
TRIP-17359,2023-09-09,Texas,Route 3,HellCat,61
TRIP-31455,2025-03-31,California,Route 1,Standard,32
TRIP-18377,2023-06-16,Texas,Route 3,Standard,26
TRIP-28154,2023-09-08,Colorado,Route 9,Mini,24
TRIP-27678,2024-12-18,New York,Route 6,Volt,78
TRIP-26239,2022-06-05,Maryland,Route 8,Standard,11
TRIP-15816,2022-10-04,Texas,Route 4,Volt,38
TRIP-11847,2025-11-23,New York,Route 6,Standard,39
TRIP-34593,2025-10-12,Texas,Route 3,HellCat,18
TRIP-30217,2023-10-18,New York,Route 6,Standard,46
TRIP-31956,2022-08-07,New York,Route 6,HellCat,57
TRIP-12188,2023-03-08,Florida,Route 7,Standard,53
TRIP-20959,2022-01-08,New York,Route 5,HellCat,25
TRIP-28946,2023-07-13,Texas,Route 4,Mini,13
TRIP-25382,2025-02-13,Texas,Route 4,Mini,29
TRIP-18828,2022-05-24,California,Route 1,Standard,39
TRIP-23300,2022-01-29,Florida,Route 7,Mini,21
TRIP-12781,2025-10-23,Florida,Route 7,Standard,50
TRIP-29925,2022-02-12,New York,Route 6,HellCat,49
TRIP-22557,2024-12-04,Florida,Route 7,Mini,23
TRIP-19453,2024-03-10,Maryland,Route 8,HellCat,45
TRIP-15473,2025-11-25,Florida,Route 7,Mini,17
TRIP-27395,2024-02-21,New York,Route 5,Mini,29
TRIP-23077,2023-11-12,Texas,Route 4,Volt,19
TRIP-18373,2024-01-11,Florida,Route 7,Volt,38
TRIP-27011,2023-12-26,Texas,Route 3,Standard,52
TRIP-15174,2024-04-13,California,Route 2,HellCat,0
TRIP-29306,2023-08-07,California,Route 1,Standard,51
TRIP-27656,2023-01-29,New York,Route 5,Standard,58
TRIP-20424,2024-09-10,California,Route 1,Volt,46
TRIP-24401,2023-09-27,Florida,Route 7,Mini,25
TRIP-16946,2024-11-13,California,Route 1,Standard,24
TRIP-33534,2022-08-05,New York,Route 5,HellCat,75
TRIP-29047,2022-04-23,New York,Route 5,Volt,40
TRIP-22989,2023-08-19,California,Route 1,Standard,25
TRIP-25232,2024-11-26,New York,Route 5,Standard,56
TRIP-29969,2024-04-19,California,Route 1,HellCat,105
TRIP-29893,2023-02-15,California,Route 1,HellCat,50
TRIP-15871,2022-05-07,Florida,Route 7,HellCat,8
TRIP-33152,2022-07-01,Colorado,Route 9,Standard,50
TRIP-20801,2025-02-09,New York,Route 6,Standard,26
TRIP-22036,2023-10-13,Colorado,Route 9,Mini,25
TRIP-14984,2023-08-27,California,Route 1,HellCat,36
TRIP-11443,2022-12-08,Florida,Route 7,Volt,53
TRIP-23235,2023-06-09,California,Route 1,Standard,42
TRIP-21253,2025-06-17,California,Route 1,HellCat,22
TRIP-14252,2024-11-01,Texas,Route 4,Mini,27
TRIP-30580,2024-02-22,Texas,Route 3,Standard,27
TRIP-31464,2025-07-31,Texas,Route 3,Mini,23
TRIP-18742,2023-11-02,New York,Route 5,HellCat,99
TRIP-34702,2025-05-13,Colorado,Route 9,Mini,22
TRIP-19527,2025-10-30,California,Route 2,Mini,27
TRIP-19463,2022-04-19,Florida,Route 7,HellCat,45
TRIP-33166,2023-12-12,Texas,Route 4,Standard,37
TRIP-15464,2023-09-29,Colorado,Route 9,Mini,25
TRIP-14106,2024-05-01,Colorado,Route 9,Mini,15
TRIP-14416,2022-09-03,California,Route 1,HellCat,32
TRIP-20549,2023-07-16,Texas,Route 3,Mini,0
TRIP-22290,2023-04-25,Texas,Route 4,HellCat,45
TRIP-10776,2025-06-23,Colorado,Route 9,Mini,13
TRIP-26101,2025-01-18,Texas,Route 4,Mini,8
TRIP-31705,2023-01-22,Colorado,Route 9,Volt,27
TRIP-29590,2025-05-19,Colorado,Route 9,Mini,22
TRIP-24801,2023-04-30,California,Route 1,HellCat,18
TRIP-23594,2023-02-13,Colorado,Route 9,Mini,12
TRIP-13233,2023-05-04,New York,Route 5,Volt,26
TRIP-26089,2025-12-31,Florida,Route 7,Volt,50
TRIP-31077,2025-07-11,New York,Route 5,Standard,70
TRIP-29269,2024-03-24,Colorado,Route 9,HellCat,29
TRIP-19704,2022-07-26,New York,Route 5,Standard,59
TRIP-11174,2024-07-10,California,Route 1,Mini,25
TRIP-26105,2023-12-02,California,Route 2,Volt,42
TRIP-23981,2025-12-13,California,Route 1,Standard,22
TRIP-30617,2025-03-02,Texas,Route 4,Volt,22
TRIP-13533,2023-12-13,Texas,Route 3,Standard,48
TRIP-20317,2022-03-12,Maryland,Route 8,HellCat,44
TRIP-24233,2024-05-05,California,Route 1,Standard,31
TRIP-22986,2025-11-23,Florida,Route 7,Volt,34
TRIP-16987,2023-12-26,Texas,Route 4,HellCat,49
TRIP-34369,2022-09-23,Colorado,Route 9,HellCat,42
TRIP-17447,2023-01-04,New York,Route 6,Standard,63
TRIP-31240,2024-04-26,Florida,Route 7,Mini,21
TRIP-33148,2025-07-18,Texas,Route 3,Mini,19
TRIP-15676,2023-07-01,Texas,Route 3,Standard,29
TRIP-11197,2023-02-21,California,Route 2,Mini,21
TRIP-23678,2022-04-29,New York,Route 5,Standard,63
TRIP-23433,2024-11-05,Texas,Route 3,HellCat,82
TRIP-15194,2025-03-28,Texas,Route 3,HellCat,58
TRIP-31088,2022-05-23,Colorado,Route 9,HellCat,60
TRIP-16438,2022-04-17,New York,Route 5,Standard,46
TRIP-27825,2022-07-31,Florida,Route 7,Standard,33
TRIP-15485,2025-10-27,New York,Route 5,Mini,26
TRIP-13834,2022-03-20,New York,Route 5,Volt,5
TRIP-29463,2023-07-13,Texas,Route 3,Mini,17
TRIP-33109,2024-01-06,Texas,Route 3,Mini,10
TRIP-17786,2025-05-13,New York,Route 5,HellCat,105
TRIP-10554,2022-05-17,Texas,Route 3,Mini,11
TRIP-33018,2025-06-22,California,Route 1,HellCat,32
TRIP-18672,2023-11-11,New York,Route 5,Standard,3
TRIP-21408,2024-01-25,New York,Route 6,Standard,65
TRIP-26134,2025-05-13,New York,Route 6,Volt,29
TRIP-21972,2023-09-13,Florida,Route 7,Standard,13
TRIP-28150,2022-03-09,California,Route 1,Standard,20
TRIP-22908,2024-08-22,California,Route 1,HellCat,66
TRIP-23826,2025-02-21,Texas,Route 4,Mini,14
TRIP-11206,2023-02-23,Texas,Route 4,Mini,14
TRIP-13919,2023-01-30,New York,Route 6,HellCat,101
TRIP-23315,2023-04-04,Texas,Route 3,Mini,17
TRIP-30322,2024-09-08,Texas,Route 3,HellCat,43
TRIP-18951,2022-11-25,New York,Route 5,HellCat,81
TRIP-33010,2024-10-30,Texas,Route 4,Mini,23
TRIP-23804,2023-05-08,California,Route 2,Standard,42
TRIP-16498,2025-09-10,Texas,Route 3,HellCat,41
TRIP-32557,2023-12-07,New York,Route 5,Standard,9
TRIP-27204,2025-12-13,New York,Route 6,HellCat,48
TRIP-30593,2024-05-23,Colorado,Route 9,Mini,15
TRIP-33762,2025-08-02,Texas,Route 4,Mini,12
TRIP-32058,2024-10-26,Texas,Route 3,Standard,33
TRIP-21335,2022-04-18,California,Route 2,Standard,23
TRIP-18137,2025-08-13,Texas,Route 3,HellCat,59
TRIP-28063,2023-12-01,California,Route 2,Mini,25
TRIP-16547,2023-10-10,Maryland,Route 8,Mini,18
TRIP-32653,2023-06-08,Florida,Route 7,Mini,18
TRIP-33179,2024-03-29,New York,Route 5,Standard,51
TRIP-23181,2022-07-02,California,Route 1,HellCat,87
TRIP-30840,2024-05-01,Florida,Route 7,HellCat,60
TRIP-17733,2025-01-30,Maryland,Route 8,HellCat,92
TRIP-24994,2024-10-25,Colorado,Route 9,Mini,26
TRIP-30496,2023-09-26,California,Route 1,HellCat,38
TRIP-22735,2024-01-14,California,Route 2,Mini,10
TRIP-22256,2023-03-16,New York,Route 5,HellCat,52
TRIP-31301,2025-09-24,California,Route 2,Standard,33
TRIP-28470,2023-09-25,Texas,Route 4,Mini,26
TRIP-32145,2025-06-13,New York,Route 6,Standard,46
TRIP-11738,2024-07-27,Colorado,Route 9,Volt,20
TRIP-11572,2023-04-13,Texas,Route 4,Mini,17
TRIP-18887,2024-07-20,California,Route 2,HellCat,30
TRIP-16919,2025-07-10,Florida,Route 7,Standard,41
TRIP-19575,2023-12-03,New York,Route 6,Mini,13
TRIP-34963,2023-06-25,Texas,Route 4,Standard,4
TRIP-10046,2022-05-16,Texas,Route 3,Volt,32
TRIP-17093,2024-01-22,California,Route 1,HellCat,62
TRIP-25205,2023-03-20,Florida,Route 7,Standard,49
TRIP-17646,2024-07-28,New York,Route 5,Volt,54
TRIP-18406,2024-04-11,Florida,Route 7,Standard,43
TRIP-12622,2022-09-16,California,Route 1,Standard,57
TRIP-24487,2024-02-01,Colorado,Route 9,Mini,26
TRIP-27629,2024-09-24,Florida,Route 7,HellCat,27
TRIP-31408,2023-03-30,California,Route 2,HellCat,58
TRIP-29482,2025-02-22,New York,Route 5,Mini,18
TRIP-32937,2023-09-07,Texas,Route 3,Standard,34
TRIP-20254,2023-01-18,Maryland,Route 8,HellCat,56
TRIP-22522,2022-05-18,Texas,Route 3,Standard,40
TRIP-12897,2024-04-14,Florida,Route 7,Mini,3
TRIP-30553,2023-01-28,California,Route 1,Standard,27
TRIP-27384,2022-10-27,California,Route 1,Standard,57
TRIP-15348,2023-01-14,Maryland,Route 8,Standard,25
TRIP-24460,2024-05-06,Texas,Route 4,Mini,12
TRIP-10744,2023-03-14,New York,Route 6,Standard,40
TRIP-24763,2024-10-19,California,Route 1,Volt,23
TRIP-16049,2023-04-20,Maryland,Route 8,HellCat,40
TRIP-13798,2024-08-07,New York,Route 6,Mini,19
TRIP-25107,2023-04-05,New York,Route 5,Standard,51
TRIP-21067,2022-08-29,California,Route 1,Volt,48
TRIP-28049,2022-12-31,New York,Route 5,Standard,30
TRIP-13288,2023-03-12,California,Route 2,Mini,22
TRIP-30628,2025-09-27,Florida,Route 7,Mini,14
TRIP-20764,2024-06-27,California,Route 2,Standard,66
TRIP-12715,2022-03-23,Maryland,Route 8,Standard,65
TRIP-12213,2023-01-28,California,Route 2,HellCat,51
TRIP-31052,2023-01-27,California,Route 1,Standard,53
TRIP-14990,2022-06-19,Texas,Route 3,Mini,14
TRIP-16290,2024-03-22,Florida,Route 7,Mini,19
TRIP-14740,2024-08-30,New York,Route 6,HellCat,81
TRIP-24028,2025-06-30,New York,Route 5,Standard,50
TRIP-20175,2024-02-16,California,Route 1,HellCat,43
TRIP-22701,2022-12-15,New York,Route 5,Volt,80
TRIP-12165,2024-11-11,New York,Route 5,Standard,58
TRIP-25119,2024-04-10,New York,Route 6,Standard,68
TRIP-11290,2024-01-20,California,Route 1,HellCat,15
TRIP-15128,2023-01-13,California,Route 1,HellCat,81
TRIP-23837,2025-11-14,New York,Route 5,Mini,23
TRIP-11584,2024-11-02,California,Route 2,HellCat,25
TRIP-23082,2023-03-11,California,Route 1,HellCat,58
TRIP-23103,2024-07-10,Florida,Route 7,Standard,43
TRIP-29343,2022-07-25,Colorado,Route 9,Standard,48
TRIP-27788,2025-02-06,Texas,Route 4,Mini,15
TRIP-32186,2023-08-16,Texas,Route 4,Volt,35
TRIP-21681,2025-03-14,New York,Route 5,Mini,28
TRIP-27606,2025-12-27,California,Route 1,Standard,13
TRIP-32790,2022-02-13,Texas,Route 4,Mini,7
TRIP-29549,2024-05-07,Colorado,Route 9,HellCat,41
TRIP-31964,2025-06-10,Texas,Route 3,Standard,32
TRIP-30487,2024-04-30,Colorado,Route 9,HellCat,67
TRIP-26228,2023-11-15,Texas,Route 4,Standard,23
TRIP-14634,2022-09-17,Texas,Route 3,Volt,43
TRIP-22695,2024-11-17,New York,Route 5,Standard,20
TRIP-25786,2023-05-04,New York,Route 5,Mini,14
TRIP-16545,2024-11-19,Florida,Route 7,Mini,20
TRIP-18113,2023-04-02,Texas,Route 4,Standard,23
TRIP-18868,2023-12-06,Florida,Route 7,Mini,19
TRIP-13422,2024-08-12,Texas,Route 3,Mini,24
TRIP-15262,2022-08-30,California,Route 2,HellCat,77
TRIP-28541,2024-12-19,New York,Route 5,Standard,45
TRIP-14156,2022-05-01,New York,Route 5,HellCat,32
TRIP-20404,2022-11-29,Texas,Route 3,HellCat,40
TRIP-34866,2022-01-12,California,Route 2,Standard,56
TRIP-15061,2024-10-01,New York,Route 6,Mini,35
TRIP-32199,2023-06-04,Maryland,Route 8,HellCat,12
TRIP-25380,2025-09-03,California,Route 2,Standard,49
TRIP-18657,2024-05-16,Texas,Route 3,Standard,38
TRIP-18396,2023-10-01,Maryland,Route 8,Mini,1
TRIP-22487,2025-05-22,Florida,Route 7,Volt,33
TRIP-32791,2024-06-16,California,Route 2,Volt,15
TRIP-14424,2023-02-02,New York,Route 5,Standard,46
TRIP-20429,2023-06-01,Texas,Route 3,HellCat,30
TRIP-31014,2025-05-08,Colorado,Route 9,Standard,44
TRIP-34790,2025-05-28,Colorado,Route 9,Mini,13
TRIP-12238,2023-05-25,Colorado,Route 9,HellCat,52
TRIP-15995,2023-01-06,California,Route 1,Standard,56
TRIP-14528,2025-04-22,Texas,Route 4,Standard,23
TRIP-23105,2022-07-15,California,Route 1,HellCat,69
TRIP-33591,2022-10-09,Florida,Route 7,Mini,10
TRIP-14203,2024-10-03,California,Route 2,Mini,5
TRIP-12571,2025-03-20,Texas,Route 4,Mini,31
TRIP-11448,2023-09-03,California,Route 1,HellCat,62
TRIP-31866,2022-08-10,California,Route 1,Standard,68
TRIP-11338,2024-11-24,California,Route 1,Standard,11
TRIP-33197,2024-09-06,Colorado,Route 9,HellCat,70
TRIP-26060,2025-04-17,California,Route 1,Standard,30
TRIP-17578,2024-09-09,Texas,Route 4,Mini,15
TRIP-33471,2023-05-20,California,Route 1,Standard,14
TRIP-18423,2025-10-04,New York,Route 5,HellCat,60
TRIP-27389,2024-12-24,Texas,Route 4,Mini,28
TRIP-10880,2022-07-12,Texas,Route 3,Mini,11
TRIP-28799,2025-04-24,Florida,Route 7,Mini,13
TRIP-14706,2023-03-16,Colorado,Route 9,Mini,28
TRIP-13711,2022-10-08,Florida,Route 7,Volt,28
TRIP-21189,2025-02-23,Texas,Route 4,Mini,10
TRIP-23549,2024-01-01,California,Route 1,Standard,54
TRIP-30634,2025-12-26,Colorado,Route 9,HellCat,73
TRIP-34397,2023-02-08,Maryland,Route 8,Standard,36
TRIP-12676,2022-02-28,Texas,Route 3,Standard,36
TRIP-32383,2023-07-11,California,Route 1,Volt,56
TRIP-19818,2023-06-14,Colorado,Route 9,Standard,47
TRIP-22967,2023-06-03,Colorado,Route 9,Standard,18
TRIP-11807,2024-08-23,New York,Route 6,Standard,38
TRIP-12512,2023-09-13,New York,Route 5,Standard,68
TRIP-20574,2025-05-29,Colorado,Route 9,Volt,48
TRIP-34567,2022-11-04,Texas,Route 4,HellCat,69
TRIP-22233,2022-09-11,Texas,Route 3,HellCat,56
TRIP-22092,2024-11-26,Florida,Route 7,Mini,25
TRIP-27689,2024-09-13,Texas,Route 4,Mini,17
TRIP-25542,2022-09-13,New York,Route 5,Volt,22
TRIP-32070,2023-02-09,California,Route 1,HellCat,47
TRIP-22405,2022-02-04,Florida,Route 7,Volt,59
TRIP-31248,2023-05-30,Colorado,Route 9,Standard,39
TRIP-24684,2022-04-13,Texas,Route 4,Standard,33
TRIP-28768,2025-12-08,Texas,Route 3,HellCat,34
TRIP-27670,2024-08-12,Maryland,Route 8,Volt,56
TRIP-32997,2023-11-01,Maryland,Route 8,Mini,23
TRIP-31662,2022-07-23,Florida,Route 7,HellCat,18
TRIP-14148,2024-04-17,California,Route 1,Standard,25
TRIP-30996,2024-02-29,New York,Route 5,Volt,65
TRIP-23101,2024-10-11,Texas,Route 4,HellCat,71
TRIP-28968,2022-01-21,Texas,Route 4,Mini,31
TRIP-24202,2023-07-04,California,Route 2,Volt,28
TRIP-10344,2025-06-22,California,Route 2,Standard,33
TRIP-29044,2023-04-05,Florida,Route 7,Mini,14
TRIP-14745,2023-08-29,Texas,Route 4,Mini,15
TRIP-24905,2024-10-25,California,Route 1,Standard,44
